id,ime,maticna_stevilka,obcina,st_zaposlenih,dobicek
5030200000,MINISTRSTVO ZA NOTRANJE ZADEVE,5030200000,Ljubljana,500,
5268923000,MINISTRSTVO ZA OBRAMBO,5268923000,Ljubljana,500,
5186722000,MINISTRSTVO ZA ZUNANJE ZADEVE,5186722000,Ljubljana,500,
2482762000,MJU,2482762000,Ljubljana,500,
5132061000,MLINOTEST d.d.,5132061000,Ajdovščina,500,1930374.0
1889664000,NATON d.o.o.,1889664000,Ljubljana,500,23742.0
5034345000,NEK d.o.o.Oglas,5034345000,Krško,500,0.0
6489087000,NLZOHOglas,6489087000,Maribor,500,
5143373000,NOMAGO d.o.o.Oglas,5143373000,Ljubljana,500,4351970.0
5432316000,NOVEM CAR INTERIOR DESIGN d.o.o.,5432316000,Žalec,500,189684.0
5022762000,OKROŽNO SODIŠČE V LJUBLJANI,5022762000,Ljubljana,500,
5165792000,OZG,5165792000,Kranj,500,
5785596000,PALFINGER d.o.o.,5785596000,Maribor,500,3592638.0
5034639000,Paloma d.d.,5034639000,Šentilj,500,1573154.0
5049318000,Pivovarna Laško Union d.o.o.Oglas,5049318000,Ljubljana,500,24388622.0
5616514000,SAFILO d.o.o. Ormož,5616514000,Ormož,500,801611.0
5542421000,SALOMON d.o.o. Ljubljana,5542421000,Ljubljana,500,-1179584.0
5053692000,SB JESENICE,5053692000,Jesenice,500,
5055695000,SB Nova Gorica,5055695000,Šempeter - Vrtojba,500,
5054958000,SB Slovenj Gradec,5054958000,Slovenj Gradec,500,
1367439000,SIJ RAVNE SYSTEMS d.o.o.,1367439000,Ravne na Koroškem,500,-869744.0
5446252000,SINTAL d.o.o.Oglas,5446252000,Ljubljana,500,1707955.0
2229170000,SLOREST d.o.o.,2229170000,Ljubljana,500,462140.0
1399632000,SPLOŠNA BOLNIŠNICA IZOLA OSPEDALE GENERALE ISOLA,1399632000,Bloke,500,
5045657000,STEKLARNA ROGAŠKA d.o.o.Oglas,5045657000,Rogaška Slatina,500,1307550.0
2159287000,Sandoz d.d.Oglas,2159287000,Ljubljana,500,11172000.0
5571472000,Sovita d.o.o.Oglas,5571472000,Ljubljana,500,1078270.0
6017274000,"SŽ - Potniški promet, d.o.o.",6017274000,Ljubljana,500,8942680.0
5824290000,"SŽ - ŽIP, d.o.o.",5824290000,Ljubljana,500,0.0
5103363000,TAB d.d.Oglas,5103363000,Mežica,500,21101598.0
5035805000,TBP d.d.Oglas,5035805000,Lenart,500,2094482.0
5600120000,"TERME KRKA, d.o.o., Novo mesto",5600120000,Novo mesto,500,800136.0
5284112000,TPV AUTOMOTIVE d.o.o.,5284112000,Novo mesto,500,1535930.0
5692229000,Telemach d.o.o.Oglas,5692229000,Ljubljana,500,5737031.0
1661205000,"Trelleborg Slovenija, d.o.o.Oglas",1661205000,Kranj,500,11425000.0
1626914000,UL BF,1626914000,Ljubljana,500,
1627058000,UL FF,1627058000,Ljubljana,500,
1627066000,UL MF,1627066000,Ljubljana,500,
1810014000,UP,1810014000,Komen,500,
1191004000,UPK Ljubljana,1191004000,Ljubljana,500,
5888093000,UPRAVA RS ZA IZVRŠEVANJE KAZENSKIH SANKCIJ,5888093000,Ljubljana,500,
5053919000,URI - SočaOglas,5053919000,Ljubljana,500,
3716481000,WEILER Abrasives d.o.o.,3716481000,Maribor,500,298559.0
2160544000,WORKFORCE d.o.o.,2160544000,Kranj,500,243795.0
5054095000,ZD MARIBOR,5054095000,Maribor,500,
5786380000,ZGS,5786380000,Ljubljana,500,
5156700000,ZPIZOglas,5156700000,Ljubljana,500,
5300410000,Zavod za zaposlovanje,5300410000,Ljubljana,500,
5554195000,Zavod za zdravstveno zavarovanje SlovenijeOglas,5554195000,Ljubljana,500,
5606454000,dm drogerie markt d.o.o.,5606454000,Ljubljana,500,2847795.0
1197967000,ŠTORE STEEL d.o.o.,1197967000,Štore,500,2863104.0
5391814000,ŽITO d.o.o.,5391814000,Ljubljana,500,6102534.0
6731902000,A.M Montaža d.o.o.,6731902000,Maribor,200,403541.0
1732528000,ADRIA DOM d.o.o.,1732528000,Črnomelj,200,4065700.0
3727980000,"ADRIA TEHNIKA, d.o.o.",3727980000,Cerklje na Gorenjskem,200,-747930.0
1732803000,AJPES,1732803000,Ljubljana,200,
5794862000,AKTIVA TS d.o.o.,5794862000,Trzin,200,258733.0
5352657000,ARRIVA DOLENJSKA IN PRIMORSKA d.o.o.,5352657000,Komen,200,7506212.0
5024289000,AVTOTRANSPORTI KASTELEC KASTELEC LADO S.P.,5024289000,Grosuplje,200,
5708605000,"BABY CENTER, d.o.o., LjubljanaOglas",5708605000,Ljubljana,200,1354597.0
5627079000,"BAUMULLER DRAVINJA, d.o.o.Oglas",5627079000,Slovenske Konjice,200,800996.0
5483379000,BELIMED d.o.o.,5483379000,Grosuplje,200,696642.0
5895871000,BIOIKS d.o.o.,5895871000,Ljubljana,200,67743.0
5620554000,BIOPROD d.o.o.,5620554000,Ljubljana,200,67924.0
5820570000,BOLNIŠNICA TOPOLŠICA,5820570000,Šoštanj,200,
1317709000,BOSCH REXROTH d.o.o.Oglas,1317709000,Škofja Loka,200,791000.0
5673658000,BRINOX d.o.o.,5673658000,Medvode,200,2224550.0
5804922000,CABLEX-M d.o.o.,5804922000,Mežica,200,2124066.0
2010356000,CELOVITE STORITVE d.o.o.,2010356000,Maribor,200,55455.0
5049768000,CIRIUS Kamnik,5049768000,Kamnik,200,
5143284000,CP PTUJ d.d.,5143284000,Ptuj,200,717736.0
8275009000,CSD Maribor,8275009000,Maribor,200,
5055792000,CUDV Črna na Koroškem,5055792000,Črna na Koroškem,200,
5050758000,Center Janeza Levca Ljubljana,5050758000,Ljubljana,200,
5044286000,DEM d.o.o.,5044286000,Maribor,200,5126119.0
5328004000,DIFA d.o.o.,5328004000,Škofja Loka,200,2022865.0
5051207000,DOM LUKAVCI,5051207000,Križevci,200,
5050499000,DOM STAREJŠIH Rakičan,5050499000,Murska Sobota,200,
5057078000,DOM UPOKOJENCEV NOVA GORICA,5057078000,Nova Gorica,200,
5174350000,DSO Novo mesto,5174350000,Novo mesto,200,
5653100000,EES SISTEMI d.o.o.,5653100000,Ljubljana,200,204132.0
5453364000,EMO - Orodjarna d.o.o.,5453364000,Celje,200,278642.0
5033241000,"ETIKETA, d.d.",5033241000,Žiri,200,65982.0
3300765000,FALANGA d.o.o.,3300765000,Komen,200,118666.0
5174503000,"FIT varovanje, d.d.",5174503000,Ljubljana,200,278151.0
5045550000,FRAGMAT TIM d.o.o.Oglas,5045550000,Laško,200,164150.0
5048869000,Frutarom Etol d.o.o.,5048869000,Celje,200,13662260.0
5437822000,G4S d.o.o.,5437822000,Ljubljana,200,9222.0
5712467000,"GORENJE GOSTINSTVO, d.o.o.",5712467000,Velenje,200,743000.0
5042291000,"GORIČANE, d.d. MedvodeOglas",5042291000,Medvode,200,1400419.0
5966574000,HERVIS d.o.o.,5966574000,Ljubljana,200,438798.0
1614789000,HLEBČEK d.o.o.,1614789000,Slovenska Bistrica,200,350324.0
5157714000,Herz d.o.o.,5157714000,Šmartno pri Litiji,200,1901116.0
5103126000,INLES d.d.,5103126000,Ribnica,200,42393.0
5490839000,INOTHERM d.o.o. Prev.v nem.:INOTHERM GmbH,5490839000,Ribnica,200,9775516.0
5305306000,"INPOS, d.o.o., Celje",5305306000,Celje,200,2256914.0
5330840000,INTERBLOCK d.d.,5330840000,Mengeš,200,13813468.0
2168871000,ISKRA ISD - LIVARNA d.o.o.,2168871000,Kranj,200,13321.0
5805694000,"ISOKON, d.o.o., Slovenske Konjice",5805694000,Slovenske Konjice,200,2351796.0
5075335000,KLS LJUBNO d.o.o.,5075335000,Ljubno,200,10807808.0
5034558000,KOLEKTOR GROUP d.o.o.,5034558000,Idrija,200,11405603.0
2341654000,KOLEKTOR ORODJARNA d.o.o.,2341654000,Idrija,200,-110747.0
5448743000,KOMPAS d.d.,5448743000,Ljubljana,200,258308.0
5049679000,KOROŠKI DOM STAROSTNIKOV,5049679000,Dravograd,200,
1423258000,KOVIS-LIVARNA d.o.o.Oglas,1423258000,Štore,200,1172539.0
5129885000,"KZ METLIKA, z.o.o.",5129885000,Metlika,200,60433.0
1913301000,"KZPS, d.o.o.",1913301000,Cerklje na Gorenjskem,200,4585114.0
5067731000,Komunala Kranj d.o.o.,5067731000,Kranj,200,-485161.0
5268656000,LESTRO-LEDINEK d.o.o.Oglas,5268656000,Hoče - Slivnica,200,2931739.0
2284804000,"LIP BLED, d.o.o.",2284804000,Bled,200,-330365.0
3471187000,"LIP Bohinj, d.o.o.",3471187000,Bohinj,200,1727329.0
5037395000,LISCA d.o.o.,5037395000,Sevnica,200,4143184.0
5045789000,"MAGNETI LJUBLJANA, d.d., Ljubljana",5045789000,Ljubljana,200,85001.0
5072255000,"MARJETICA KOPER, d.o.o.-s.r.l.",5072255000,Komen,200,52899.0
5175003000,METREL d.d.,5175003000,Horjul,200,3401693.0
5816947000,"MF, GS - SAR",5816947000,Ljubljana,200,
5491789000,"MIV SERVIS, d.o.o.",5491789000,Maribor,200,
5049130000,MK Založba d.d.Oglas,5049130000,Ljubljana,200,829276.0
3336905000,MKLOglas,3336905000,Ljubljana,200,
5150957000,"MLEKARNA CELEIA, d.o.o.",5150957000,Žalec,200,-832379.0
5066255000,MONTER DRAVOGRAD d.o.o.,5066255000,Dravograd,200,1520192.0
2399270000,MZI,2399270000,Ljubljana,200,
1582216000,Marche d.o.o.,1582216000,Logatec,200,681133.0
5519225000,OC IMP Klima d.o.o.,5519225000,Idrija,200,
5022614000,OKROŽNO SODIŠČE V KRANJU,5022614000,Kranj,200,
5023149000,OKROŽNO SODIŠČE V MURSKI SOBOTI,5023149000,Murska Sobota,200,
5425905000,"OPLAST, d.o.o.Oglas",5425905000,Slovenske Konjice,200,1395241.0
8394474000,PAPIRNICA VEVČE PROIZVODNJA d.o.o.,8394474000,Ljubljana,200,2698094.0
3313522000,"PIŠEK - VITLI KRPAN, d.o.o.",3313522000,Šmarje pri Jelšah,200,2549725.0
5042348000,PLAMA-PUR d.o.o.,5042348000,Ilirska Bistrica,200,6783803.0
2162431000,PLANIKA TURNIŠČE d.o.o.,2162431000,Turnišče,200,789870.0
3722287000,PLASTOFORM ŠMARJETA d.o.o.,3722287000,Šmarješke Toplice,200,2625469.0
5004365000,"POSTOJNSKA JAMA, d.d.",5004365000,Postojna,200,9771158.0
5033217000,PREDILNICA LITIJA d.o.o.,5033217000,Litija,200,729127.0
5053668000,PSIHIATRIČNA BOLNIŠNICA IDRIJA,5053668000,Idrija,200,
1413694000,"RUDNIDIS, d.o.o.",1413694000,Ljubljana,200,926664.0
5447640000,S&T Slovenija d.d.,5447640000,Ljubljana,200,1731728.0
5043816000,"SALONIT ANHOVO, d.d.Oglas",5043816000,Kanal,200,15130739.0
5000823000,"SANOLABOR, d.d.Oglas",5000823000,Ljubljana,200,1782894.0
5432391000,SAUBERMACHER SLOVENIJA d.o.o.Oglas,5432391000,Murska Sobota,200,2033411.0
5005574000,"SEMENARNA Ljubljana, d.o.o.",5005574000,Ljubljana,200,-1458965.0
2113732000,SENSILAB d.o.o.,2113732000,Ljubljana,200,-646936.0
5316804000,SIBO G. d.o.o.,5316804000,Škofja Loka,200,1781679.0
5584060000,SILKEM d.o.o.,5584060000,Kidričevo,200,3673865.0
5914523000,SIMBIO d.o.o.,5914523000,Celje,200,526411.0
5034523000,"SIP, d.d. Šempeter v Savinjski dolini",5034523000,Žalec,200,3472674.0
5067855000,SNAGA d.o.o.Oglas,5067855000,Maribor,200,147164.0
7035845000,SiDG d. o. o.,7035845000,Kočevje,200,11378438.0
5149398000,TAJFUN PLANINA d.o.o.,5149398000,Šentjur,200,1437626.0
5043123000,TKK d.o.o.,5043123000,Bovec,200,6599803.0
6957048000,TRANSPORT FINEC d.o.o.,6957048000,Grosuplje,200,1447836.0
1626990000,UL FKKT,1626990000,Ljubljana,200,
1627082000,UL PEFOglas,1627082000,Ljubljana,200,
5001153000,UNION HOTELI d.d.,5001153000,Ljubljana,200,4461115.0
5441528000,VALJI d.o.o.,5441528000,Štore,200,-2068738.0
5050812000,VRTEC VELENJEOglas,5050812000,Velenje,200,
5463254000,Varis Lendava d.o.o.,5463254000,Lenart,200,2314013.0
3390209000,Wolford d.o.o.,3390209000,Murska Sobota,200,381500.0
2351293000,XAL SVETILA d.o.o.,2351293000,Murska Sobota,200,-78713.0
5699827000,ZAVOD SV. STANISLAVA,5699827000,Ljubljana,200,
5866324000,ZAVOD ZA GRADBENIŠTVO SLOVENIJE firma v angleškem jeziku: SLOVENIAN NATIONAL BUILDING AND CIVIL ENGINEERING INSTITUTEOglas,5866324000,Ljubljana,200,
5500931000,ZDRAVSTVENI DOM DOMŽALE,5500931000,Domžale,200,
5728231000,ZDRAVSTVENI DOM KOPER CASA DELLA SANITA CAPODISTRIA,5728231000,Komen,200,
5502420000,ZDRAVSTVENI DOM PTUJ,5502420000,Ptuj,200,
5695252000,ZGN Ljubljana,5695252000,Ljubljana,200,
5243050000,ŠC VelenjeOglas,5243050000,Velenje,200,
5475236000,ŽELVA d.o.o.,5475236000,Ljubljana,200,12151.0
5561868000,ACRON d.o.o.,5561868000,Slovenj Gradec,150,472881.0
5929989000,"AFIT, d.o.o.",5929989000,Miren - Kostanjevica,150,81196.0
1824325000,AGM NEMEC d.o.o.,1824325000,Hrastnik,150,701272.0
5391610000,AJM OKNA-VRATA-SENČILA d.o.o.Oglas,5391610000,Kungota,150,234668.0
5443148000,AKTIVA INPOD d.o.o.,5443148000,Maribor,150,111698.0
6013350000,AMO Mont d.o.o.,6013350000,Hoče - Slivnica,150,289214.0
5529859000,ARMATURE d.o.o.,5529859000,Muta,150,-154973.0
1318527000,"ATAMA, d.o.o.",1318527000,Ljubljana,150,45360.0
3329151000,ATHOS Elektrosistemi d.o.o.,3329151000,Kostanjevica na Krki,150,1240299.0
1786164000,"ATLANTIC TRADE d.o.o., Ljubljana",1786164000,Ljubljana,150,4407538.0
7037635000,Agencija VAL d.o.o.,7037635000,Loška dolina,150,102627.0
6004741000,"B N M , d.o.o.",6004741000,Maribor,150,628575.0
1244272000,"BANKART d.o.o., Ljubljana",1244272000,Ljubljana,150,2698459.0
5440572000,"BARTEC VARNOST, d.o.o.",5440572000,Zagorje ob Savi,150,737680.0
5298555000,BARTOG d.o.o. Trebnje,5298555000,Trebnje,150,860065.0
5043794000,BETI d.d.,5043794000,Metlika,150,495425.0
5084571000,BIC LJUBLJANA,5084571000,Ljubljana,150,
8152381000,BITSTAMP d.o.o.,8152381000,Ljubljana,150,681579.0
5050391000,BODOČNOST MARIBOR d.o.o.,5050391000,Maribor,150,48357.0
5054940000,BOLNIŠNICA SEŽANA,5054940000,Sežana,150,
1569899000,BR d.o.o.,1569899000,Maribor,150,
5554039000,"CLEANING, d.o.o.",5554039000,Ljubljana,150,170733.0
2161621000,COSYLAB d.d.,2161621000,Ljubljana,150,
8283630000,CSD Celje,8283630000,Celje,150,
8285411000,CSD Gorenjska,8285411000,Kranj,150,
5867380000,CUDV Radovljica,5867380000,Radovljica,150,
5033918000,Calcit d.o.o.Oglas,5033918000,Kamnik,150,7176196.0
5099471000,Cankarjev dom,5099471000,Ljubljana,150,
5053617000,Celjske lekarne,5053617000,Celje,150,
5531667000,DAVIDOV HRAM d.o.o. Ljubno,5531667000,Ljubno,150,601615.0
2198673000,DEICHMANN d.o.o.Oglas,2198673000,Ljubljana,150,2200331.0
5050723000,DOM DR. JOŽETA POTRČA POLJČANE,5050723000,Poljčane,150,
5049571000,DOM OB SAVINJI CELJE,5049571000,Celje,150,
5101859000,DOM UPOKOJENCEV FRANC SALAMON Trbovlje,5101859000,Trbovlje,150,
5050804000,DOM UPOKOJENCEV Podbrdo,5050804000,Tolmin,150,
5035686000,DOM-TITAN d.d.,5035686000,Kamnik,150,897356.0
3352307000,"DONIT TESNIT, d.o.o.",3352307000,Medvode,150,976857.0
5161916000,DRUŠTVO DISTROFIKOV SLOVENIJE,5161916000,Ljubljana,150,
5022797000,DRŽAVNO ODVETNIŠTVO RS,5022797000,Ljubljana,150,
5069319000,DSV Transport d.o.o.,5069319000,Kranj,150,532000.0
5051070000,Dom upokojencev Center,5051070000,Ljubljana,150,
5156963000,EGP d.o.o.,5156963000,Škofja Loka,150,882470.0
3780759000,ELMERS d.o.o.,3780759000,Črnomelj,150,94750.0
5904013000,ESOL d.o.o.,5904013000,Črnomelj,150,205520.0
5877822000,"EUROTEK Trebnje, d.o.o.",5877822000,Trebnje,150,370503.0
5339154000,"EUROTON, d.o.o.",5339154000,Ljubljana,150,559147.0
5042933000,FLUIDMASTER d.o.o.,5042933000,Postojna,150,592403.0
1987674000,FRIKUS d.o.o.,1987674000,Komen,150,-1554149.0
5610613000,GMT d.o.o.,5610613000,Murska Sobota,150,1913502.0
5627508000,GOSTOL-GOPAN d.o.o. Nova Gorica,5627508000,Nova Gorica,150,1279701.0
6974031000,GP TERAKOP d.o.o.,6974031000,Hoče - Slivnica,150,346981.0
6533256000,GRADBENIŠTVO RAVMANOVSKI d.o.o.,6533256000,Ljubljana,150,106993.0
5089107000,GRM NOVO MESTOOglas,5089107000,Novo mesto,150,
1534238000,GVS d.d.,1534238000,Novo mesto,150,160280.0
5053838000,Gorenjske lekarne,5053838000,Kranj,150,
1942352000,H & M Hennes & Mauritz d.o.o.,1942352000,Ljubljana,150,2539700.0
5001382000,HIT Alpinea d.o.o.,5001382000,Kranjska Gora,150,587000.0
5910404000,HOEDLMAYR d.o.o.,5910404000,Logatec,150,-1054564.0
1662970000,HSE d.o.o.,1662970000,Ljubljana,150,60117716.0
5075696000,IBE d.d.,5075696000,Ljubljana,150,690504.0
5632056000,IBM Slovenija d.o.o.,5632056000,Ljubljana,150,-1693707.0
5820928000,ILMEST d.o.o. Nova Gorica,5820928000,Nova Gorica,150,300334.0
5377706000,INEL d.o.o.,5377706000,Celje,150,11711880.0
2482894000,IRSOP,2482894000,Ljubljana,150,
1625993000,ISM VUZEM d.o.o.,1625993000,Zavrč,150,149787.0
5860199000,"JAVNI HOLDING Ljubljana, d.o.o.",5860199000,Ljubljana,150,775603.0
1685953000,JGZ Brdo,1685953000,Kranj,150,583415.0
5607906000,JP LPT d.o.o.,5607906000,Ljubljana,150,1145093.0
5599741000,"JURČIČ & CO., d.o.o.",5599741000,Šenčur,150,594234.0
5037590000,JUTEKS d.o.o.Oglas,5037590000,Žalec,150,4492308.0
2305160000,JYSK d.o.o.,2305160000,Brežice,150,2808342.0
1906178000,KAAAP d.o.o.,1906178000,Novo mesto,150,1114799.0
5055431000,KIS,5055431000,Ljubljana,150,
5919835000,KOLEKTOR ASCOM d.o.o.,5919835000,Idrija,150,1783405.0
5004560000,KOMPAS SHOP d.d.,5004560000,Ljubljana,150,6765517.0
5015812000,KOMUNALA Nova Gorica d.d.,5015812000,Nova Gorica,150,-104800.0
5321387000,KOMUNALA PTUJ d.d.Oglas,5321387000,Ptuj,150,77865.0
5222109000,"KOMUNALNO PODJETJE VELENJE, d.o.o.",5222109000,Velenje,150,-387786.0
5490227000,KONUS KONEX d.o.o.,5490227000,Slovenske Konjice,150,2227295.0
5025524000,KOVINTRADE d.d. CeljeOglas,5025524000,Celje,150,1816224.0
5333407000,KOVIS d.o.o.Oglas,5333407000,Brežice,150,3356199.0
5244005000,KRAS d.o.o.,5244005000,Sežana,150,179565.0
1121499000,"KVIBO, d.o.o.",1121499000,Tržič,150,1229392.0
5142385000,KZ TREBNJE z.o.o.Oglas,5142385000,Trebnje,150,228170.0
5003814000,Kemofarmacija d.d.,5003814000,Ljubljana,150,6782026.0
2087839000,Kuehne + Nagel d.o.o.,2087839000,Cerklje na Gorenjskem,150,-247927.0
